APPLYER_ID,SEX,CERT_TYPE,MARRIAGE_STATUS,AGE,IS_HAS_DRIVING_LICENSE,EDUCATION,IS_OWN_ESTATE,PROPERTY_OWNER,PROPERTY_LOAN,PROPERTY_ADD_TYPE,PROPERTY_LOCATION,INCOME_YEAR,MAIN_INCOME_FROM,CUS_CATEGORY,IDCARD_CHECKFLAG,JOB_INDUSTRY,JOB_POSITION,JOB_MONTH,JOB_COMP_INDUSTRY,Y
6566867,M,IdentityCard,Single,25,Has,SeniorMiddleSchool,N,,,,,80000,Revenue,20,Y,,,,,1
6057066,M,IdentityCard,Married,46,Has,AssociateDegree,Y,ApplyerOwn,N,CurrAddr,Local,100000,,,Y,,,,,1
6566982,M,IdentityCard,Married,40,Has,AssociateDegree,N,,,,,100000,Salary,40,Y,,,,,1
5945104,F,IdentityCard,Married,43,Has,Bachelor,Y,ApplyerOwn,N,CurrAddr,Local,200000,,,N,,,,,1
5930892,F,IdentityCard,Married,33,Has,Bachelor,Y,ApplyerOwn,N,CurrAddr,Alloparty,130000,Salary,40,Y,,,,,1
5964157,M,IdentityCard,Married,28,Has,Bachelor,Y,ApplyerOwn,N,RegiAddr,Local,80000,,,Y,AgriForestFarmFish,Eployee,97,A,1
6012409,F,IdentityCard,,49,Has,AssociateDegree,,,,,,100000,,,Y,,,,,1
5979141,M,IdentityCard,,42,Has,AssociateDegree,,,,,,3000000,,,Y,,,,,1
6024271,F,IdentityCard,,49,Has,JuniormiddleSchool,,,,,,40000,,,Y,,,,,1
5997400,F,IdentityCard,,38,Has,AssociateDegree,,,,,,80000,,,Y,,,,,1
5924592,M,IdentityCard,Married,56,Has,AssociateDegree,N,,,,,100000,,,Y,,,,,1
5941111,M,IdentityCard,Married,51,Has,AssociateDegree,Y,AllOwn,N,CurrAddr,Local,140000,,,Y,,,,,1
6002087,M,IdentityCard,Married,56,Has,SeniorMiddleSchool,N,,,,,100000,,,Y,,,,,1
5955756,M,IdentityCard,Married,39,Has,AssociateDegree,Y,ApplyerOwn,N,CurrAddr,Local,60000,Salary,30,Y,,,,,1
5937484,F,IdentityCard,Married,36,Has,Bachelor,N,,,,,90000,,,Y,,,,,1
5981833,F,IdentityCard,Married,52,Has,JuniormiddleSchool,Y,AllOwn,Y,CurrAddr,Local,120000,,,Y,,,,,1
5944993,M,IdentityCard,Single,33,Has,Bachelor,N,,,,,300000,,,Y,,,,,1
6030714,M,IdentityCard,Married,42,Has,SeniorMiddleSchool,Y,AllOwn,N,CurrAddr,Local,120000,,,Y,,,,,1
5979695,M,IdentityCard,Single,33,Has,AssociateDegree,N,,,,,80000,,,Y,,,,,1
5927028,F,IdentityCard,,31,Has,Bachelor,,,,,,60000,,,Y,,,,,1
5956043,F,IdentityCard,Married,36,Other,AssociateDegree,N,,,,Local,120000,Revenue,20,Y,,,,,1
5953132,F,IdentityCard,,57,Has,AssociateDegree,,,,,,200000,,,Y,,,,,1
5938316,M,IdentityCard,,41,Has,SeniorMiddleSchool,,,,,,120000,,,Y,,,,,1
6362725,M,IdentityCard,Married,58,Has,AssociateDegree,N,,,,,150000,,,Y,,,,,1
6361136,M,IdentityCard,Single,26,Has,AssociateDegree,Y,ApplyerOwn,N,RegiAddr,Local,60000,,,Y,,,,,1
6385603,M,IdentityCard,Married,33,Has,AssociateDegree,Y,,,CurrAddr,,200000,,,Y,,,,,1
6318728,M,IdentityCard,Married,54,Has,Bachelor,Y,ApplyerOwn,N,CurrAddr,Local,380000,,,Y,,,,,1
6392072,M,IdentityCard,Married,36,Has,AssociateDegree,Y,AllOwn,N,CurrAddr,Local,80000,Salary,40,Y,,,,,1
6356987,F,IdentityCard,Married,45,Has,AssociateDegree,Y,AllOwn,N,CurrAddr,Local,100000,,,Y,,,,,1
6392648,M,IdentityCard,,50,Has,AssociateDegree,,,,,,100000,,,Y,,,,,1
6333694,M,IdentityCard,Single,29,Has,AssociateDegree,N,,,,,80000,,,Y,,,,,1
6360421,M,IdentityCard,Single,34,Has,AssociateDegree,N,,,,,70000,,,Y,CommerceService,Eployee,91,D,1
6392003,M,IdentityCard,Married,32,Has,AssociateDegree,Y,AllOwn,N,RegiAddr,Local,80000,,,Y,,,,,1
6394681,M,IdentityCard,,45,Has,AssociateDegree,,,,,,80000,,,Y,,,,,1
6380773,M,IdentityCard,Single,27,Has,AssociateDegree,Y,ApplyerOwn,N,RegiAddr,Local,100000,Salary,40,Y,Technician,Eployee,49,E,1
6317971,M,IdentityCard,Married,45,Has,AssociateDegree,Y,ApplyerOwn,N,CurrAddr,Local,150000,Revenue,20,Y,,,,,1
6314427,F,IdentityCard,Married,47,Has,AssociateDegree,Y,AllOwn,N,CurrAddr,Local,120000,,,Y,,,,,1
6321505,F,IdentityCard,,24,Has,AssociateDegree,,,,,,30000,,,Y,,,,,1
6413278,F,IdentityCard,Married,32,Has,SecondaryTechnology,Y,ApplyerOwn,N,CurrAddr,Local,90000,,,Y,,,,,1
6407952,M,IdentityCard,Married,36,Has,JuniormiddleSchool,Y,AllOwn,N,CurrAddr,Local,150000,,,Y,AgriForestFarmFish,Other,144,A,1
6391127,F,IdentityCard,,29,Has,AssociateDegree,,,,,,50000,,,Y,,,,,1
6355162,M,IdentityCard,,35,No,AssociateDegree,,,,,,800000,,,Y,,,,,1
6399906,F,IdentityCard,,52,No,SecondaryTechnology,,,,,,100000,,,Y,,,,,1
6340257,F,IdentityCard,Married,52,Has,AssociateDegree,Y,ApplyerOwn,N,RegiAddr,Local,120000,,,Y,,,,,1
6072304,M,IdentityCard,Single,25,Has,AssociateDegree,N,,,,,80000,,,Y,,,,,1
6360483,M,IdentityCard,Married,45,Has,SeniorMiddleSchool,Y,AllOwn,Y,CurrAddr,Local,100000,Salary,40,Y,,,,,1
6340653,F,IdentityCard,Married,38,Has,AssociateDegree,N,,,,,60000,Salary,40,Y,,,,,1
6337433,M,IdentityCard,Married,36,Has,AssociateDegree,N,,,,,60000,Salary,70,Y,,,,,1
6002203,F,IdentityCard,,43,Has,SecondaryTechnology,,,,,,80000,,,Y,,,,,1
6328885,F,IdentityCard,Married,33,Has,AssociateDegree,N,,,,Local,40000,,,Y,Other,Eployee,83,P,1
6338026,F,IdentityCard,Married,44,Has,AssociateDegree,Y,AllOwn,N,RegiAddr,Local,50000,Salary,40,Y,,,,,1
6020265,M,IdentityCard,Married,27,Has,SeniorMiddleSchool,Y,ApplyerOwn,,CurrAddr,Local,70000,Salary,40,Y,,,,,1
6022661,M,IdentityCard,Single,32,Has,SeniorMiddleSchool,N,,,,,100000,Salary,40,Y,CommerceService,Other,71,K,1
6014719,M,IdentityCard,Married,32,Has,AssociateDegree,N,,,,,300000,,,Y,,,,,1
6032957,F,IdentityCard,Married,34,Has,SeniorMiddleSchool,Y,ApplyerOwn,N,CurrAddr,Local,70000,Salary,40,H,,,,,1
6032966,M,IdentityCard,Married,31,Has,SeniorMiddleSchool,N,,,,,200000,Revenue,20,Y,,,,,1
6069616,M,IdentityCard,Married,32,Has,AssociateDegree,Y,ApplyerOwn,N,CurrAddr,Local,80000,Salary,40,Y,,,,,1
6044723,M,IdentityCard,Single,28,Has,Bachelor,N,,,,Local,60000,,,Y,,,,,1
6313609,F,IdentityCard,Single,33,Has,AssociateDegree,N,,,,,60000,,,Y,,,,,1
6316793,M,IdentityCard,Single,32,Has,SecondaryTechnology,N,,,,,80000,,,Y,,,,,1
6318661,M,IdentityCard,Married,28,Has,SeniorMiddleSchool,Y,ApplyerOwn,N,CurrAddr,Local,100000,Salary,40,Y,,,,,1
6319590,F,IdentityCard,Married,30,Other,AssociateDegree,Y,ApplyerOwn,Y,CurrAddr,Local,70000,Salary,40,Y,,,,,1
5986093,M,IdentityCard,,41,Has,AssociateDegree,,,,,,80000,,,Y,,,,,1
6070416,F,IdentityCard,Married,40,Has,SeniorMiddleSchool,Y,AllOwn,N,RegiAddr,Local,10000,Salary,40,Y,Clerk,Eployee,183,P,1
6024322,M,IdentityCard,,39,Has,Bachelor,,,,,,120000,,,Y,,,,,1
6012649,M,IdentityCard,Married,51,No,JuniormiddleSchool,N,,,,,100000,,,N,,,,,1
6020947,M,IdentityCard,Married,35,Has,AssociateDegree,Y,ApplyerOwn,N,CurrAddr,Local,100000,,,Y,,,,,1
6315729,F,IdentityCard,,37,Has,Bachelor,,,,,,60000,,,Y,,,,,1
6020324,M,IdentityCard,Married,47,Has,AssociateDegree,N,,,,,80000,Salary,40,Y,,,,,1
6348726,F,IdentityCard,,36,Has,AssociateDegree,,,,,,100000,,,Y,,,,,1
6492735,M,IdentityCard,Married,35,Has,JuniormiddleSchool,N,,,,,50000,,,Y,,,,,1
6475806,M,IdentityCard,Married,33,Has,SecondaryTechnology,N,,,,,60000,,,Y,,,,,1
6508636,F,IdentityCard,,29,Has,SecondaryTechnology,,,,,,200000,,,N,,,,,1
6385229,F,IdentityCard,Married,35,Has,AssociateDegree,N,,,,,60000,Salary,40,Y,,,,,1
6502705,F,IdentityCard,Married,29,Has,AssociateDegree,Y,AllOwn,N,CurrAddr,Local,80000,,,Y,,,,,1
6419931,M,IdentityCard,,47,Has,Bachelor,,,,,,100000,,,Y,,,,,1
6386152,F,IdentityCard,Married,29,Has,Technology,N,,,,,50000,,,Y,,,,,1
6426630,F,IdentityCard,,34,Has,AssociateDegree,,,,,,150000,,,Y,,,,,1
6421165,M,IdentityCard,Married,38,Has,SeniorMiddleSchool,N,,,,,80000,Salary,40,Y,,,,,1
6498295,F,IdentityCard,,34,Has,AssociateDegree,,,,,,60000,,,Y,,,,,1
6489160,M,IdentityCard,,34,Has,Bachelor,,,,,,380000,,,N,,,,,1
6502178,M,IdentityCard,Married,43,Has,SecondaryTechnology,Y,AllOwn,Y,CurrAddr,Local,60000,,,Y,,,,,1
6418544,M,IdentityCard,Married,34,Has,Bachelor,N,,,,,80000,Revenue,10,Y,,,,,1
6377667,F,IdentityCard,Single,26,Has,AssociateDegree,N,,,,,120000,Salary,40,Y,,,,,1
6428434,M,IdentityCard,Single,35,Has,AssociateDegree,N,,,,,80000,,,Y,,,,,1
5834527,F,IdentityCard,,30,No,SeniorMiddleSchool,,,,,,50000,,,Y,,,,,1
5856943,M,IdentityCard,Married,41,Has,AssociateDegree,N,,,,,1000000,,,Y,,,,,1
5812787,F,IdentityCard,,45,Has,AssociateDegree,,,,,,20000,,,Y,,,,,1
5835401,M,IdentityCard,Married,51,Has,SeniorMiddleSchool,Y,-,,CurrAddr,Local,120000,,,Y,,,,,1
5894649,M,IdentityCard,Married,37,Has,SeniorMiddleSchool,N,,,,,70000,,,Y,,,,,1
5810270,M,IdentityCard,Married,39,Has,AssociateDegree,N,,,,,60000,Salary,40,Y,,,,,1
5829819,M,IdentityCard,Married,33,Has,AssociateDegree,N,,,,,200000,,,Y,,,,,1
5888276,M,IdentityCard,Married,44,Has,Technology,Y,AllOwn,N,RegiAddr,Local,80000,,,Y,,,,,1
5862891,F,IdentityCard,,32,Has,AssociateDegree,,,,,,50000,,,Y,,,,,1
5837627,M,IdentityCard,Married,29,Has,AssociateDegree,Y,,,RegiAddr,,72000,,,Y,,,,,1
5860697,M,IdentityCard,Married,31,Has,AssociateDegree,N,,,,,120000,,,Y,,,,,1
5848839,F,IdentityCard,Married,37,Has,SeniorMiddleSchool,N,,,,,60000,,,Y,,,,,1
5852735,M,IdentityCard,,41,Has,Bachelor,,,,,,100000,,,N,OperatingMechanic,Eployee,63,,1
5850131,F,IdentityCard,Single,27,Has,AssociateDegree,N,,,,,50000,,,Y,GovernmentEmployee,Eployee,64,F,1
5905758,M,IdentityCard,Married,55,Has,SecondaryTechnology,N,,,,Local,80000,,,Y,,,,,1
5826353,M,IdentityCard,Single,32,Has,AssociateDegree,N,,,,,75000,Salary,30,Y,,,,,1
5827375,M,IdentityCard,,40,Has,AssociateDegree,,,,,,50000,,,Y,,,,,1
5839995,M,IdentityCard,Married,43,Has,Bachelor,Y,,,CurrAddr,,100000,,,Y,,,,,1
6670221,M,IdentityCard,Married,53,Has,SeniorMiddleSchool,Y,ApplyerOwn,N,CurrAddr,Local,180000,Revenue,20,Y,,,,,1
6706510,M,IdentityCard,Married,32,Has,AssociateDegree,N,,,,Local,107000,Salary,40,Y,Technician,Manage,71,E,1
6656322,M,IdentityCard,Married,28,Has,JuniormiddleSchool,Y,ApplyerOwn,N,CurrAddr,Local,60000,,,Y,,,,,1
6677732,M,IdentityCard,Married,45,Has,AssociateDegree,Y,AllOwn,N,OtherAddr,Local,60000,,,Y,,,,,1
6676386,M,IdentityCard,Single,22,Has,AssociateDegree,Y,AllOwn,N,RegiAddr,Local,60000,Salary,40,Y,,,,,1
6660444,F,IdentityCard,Married,37,Has,JuniormiddleSchool,N,,,,,80000,,,Y,,,,,1
6668828,F,IdentityCard,Married,41,Has,AssociateDegree,N,,,,,80000,Salary,40,Y,,,,,1
6608291,M,IdentityCard,Married,31,Has,AssociateDegree,Y,ApplyerOwn,N,CurrAddr,Local,100000,,,Y,,,,,1
6676615,F,IdentityCard,,32,Has,SecondaryTechnology,,,,,,42000,,,Y,,,,,1
6661980,M,IdentityCard,Married,30,Has,SeniorMiddleSchool,Y,WithOtherOwn,N,CurrAddr,Local,100000,,,Y,OperatingMechanic,Seniormanager,96,C,1
6672199,M,IdentityCard,Single,32,Has,AssociateDegree,N,,,,,120000,,,Y,,,,,1
6684325,M,IdentityCard,Married,55,Has,SecondaryTechnology,Y,ApplyerOwn,N,RegiAddr,Local,60000,,,Y,,,,,1
6681121,M,IdentityCard,Married,45,Has,AssociateDegree,Y,ApplyerOwn,N,CurrAddr,Local,150000,Salary,40,Y,Clerk,Manage,72,E,1
6686352,M,IdentityCard,Married,45,Has,SeniorMiddleSchool,Y,ApplyerOwn,Y,CurrAddr,Local,88000,Salary,40,Y,,,,,1
6674982,M,IdentityCard,Married,42,Has,AssociateDegree,Y,ApplyerOwn,N,CurrAddr,Local,80000,,,Y,,,,,1
6631371,M,IdentityCard,Married,38,Has,AssociateDegree,Y,ApplyerOwn,N,RegiAddr,Local,80000,Salary,40,Y,,,,,1
6682656,F,IdentityCard,Single,25,Has,AssociateDegree,N,,,,,100000,,,Y,,,,,1
6674912,F,IdentityCard,Married,31,Has,AssociateDegree,Y,ApplyerOwn,N,RegiAddr,Local,60000,,,Y,CommerceService,Eployee,48,F,1
6665058,F,IdentityCard,Married,38,Has,SeniorMiddleSchool,Y,AllOwn,N,CurrAddr,Local,60000,,,Y,CommerceService,Seniormanager,65,R,1
6687886,M,IdentityCard,Single,29,Has,Bachelor,N,,,,,100000,,,Y,,,,,1
7035431,M,IdentityCard,Married,54,Has,SeniorMiddleSchool,Y,-,,CurrAddr,Local,80000,,,Y,,,,,1
7044182,M,IdentityCard,Married,38,Has,Bachelor,N,,,,,150000,Salary,40,Y,,,,,1
7032507,F,IdentityCard,Single,36,Has,SeniorMiddleSchool,N,,,,,250000,Revenue,10,Y,,,,,1
7038509,M,IdentityCard,,44,Has,Bachelor,,,,,,120000,,,Y,,,,,1
7053726,F,IdentityCard,,34,Has,Bachelor,,,,,,500000,,,Y,,,,,1
7032710,M,IdentityCard,Single,29,Has,Bachelor,Y,ApplyerOwn,N,CurrAddr,Local,70000,,,Y,,,,,1
7056738,M,IdentityCard,Single,27,Has,AssociateDegree,N,,,,Alloparty,150000,Revenue,10,Y,OperatingMechanic,Eployee,71,F,1
6807752,F,IdentityCard,Married,41,Has,AssociateDegree,N,,,,,60000,,,Y,,,,,1
6814564,F,IdentityCard,,32,No,SecondaryTechnology,,,,,,100000,,,Y,,,,,1
7045665,M,IdentityCard,Married,46,Has,AssociateDegree,Y,ApplyerOwn,N,CurrAddr,Local,150000,,,Y,,,,,1
7031386,F,IdentityCard,Single,33,Has,AssociateDegree,N,,,,,80000,,,Y,,,,,1
7053028,F,IdentityCard,,48,Has,AssociateDegree,,,,,,60000,,,Y,,,,,1
7024823,M,IdentityCard,Married,32,Has,AssociateDegree,N,,,,,120000,,,Y,,,,,1
7054366,M,IdentityCard,Married,53,Has,SeniorMiddleSchool,Y,Other,N,CurrAddr,Local,60000,,,Y,,,,,1
6830279,M,IdentityCard,Married,53,Has,SeniorMiddleSchool,Y,AllOwn,N,CurrAddr,Local,100000,Salary,40,Y,,,,,1
7032444,M,IdentityCard,Single,29,Has,AssociateDegree,Y,ApplyerOwn,N,CurrAddr,Local,68000,,,Y,,,,,1
7032449,M,IdentityCard,,40,Has,SeniorMiddleSchool,,,,,,80000,,,N,,,,,1
6806124,F,IdentityCard,,37,Has,Bachelor,,,,,,130000,,,Y,,,,,1
6813036,F,IdentityCard,Married,40,Has,AssociateDegree,Y,AllOwn,Y,CurrAddr,Local,200000,,,Y,,,,,1
6832791,M,IdentityCard,Married,36,Has,AssociateDegree,N,,,,,100000,,,Y,,,,,1
7069738,M,IdentityCard,Married,38,Has,AssociateDegree,Y,ApplyerOwn,N,RegiAddr,Local,100000,,,Y,,,,,1
7049391,M,IdentityCard,Married,41,Has,Bachelor,Y,ApplyerOwn,N,RegiAddr,Local,60000,,,Y,,,,,1
6807339,M,IdentityCard,Married,47,Has,AssociateDegree,N,,,,,100000,,,N,,,,,1
7038438,M,IdentityCard,Married,46,Has,AssociateDegree,N,,,,,1800000,Salary,40,Y,,,,,1
7028605,M,IdentityCard,Married,41,Has,AssociateDegree,N,,,,,200000,,,N,,,,,1
7034026,M,IdentityCard,,45,Has,AssociateDegree,,,,,,80000,,,N,,,,,1
7035656,M,IdentityCard,,47,Has,AssociateDegree,,,,,,30000,,,Y,,,,,1
7026017,F,IdentityCard,,37,Has,Bachelor,,,,,,120000,,,Y,,,,,1
7029752,M,IdentityCard,Single,39,Has,Technology,N,,,,,120000,,,Y,,,,,1
6824673,M,IdentityCard,Married,35,Has,SeniorMiddleSchool,N,,,,,120000,,,Y,,,,,1
6821741,M,IdentityCard,Single,42,Has,AssociateDegree,Y,WithOtherOwn,N,CurrAddr,Local,500000,Revenue,20,Y,,,,,1
6819770,F,IdentityCard,,38,No,AssociateDegree,,,,,,40000,,,Y,,,,,1
7029526,F,IdentityCard,Married,52,Has,Master,Y,ApplyerOwn,N,CurrAddr,Local,180000,,,Y,,,,,1
7034996,M,IdentityCard,Married,44,Has,Bachelor,Y,,,CurrAddr,,200000,Revenue,20,Y,,,,,1
6781579,M,IdentityCard,Single,33,Has,SeniorMiddleSchool,N,,,,,65000,,,Y,,,,,1
6787322,M,IdentityCard,Married,35,Has,SecondaryTechnology,Y,ApplyerOwn,N,CurrAddr,Local,72000,Salary,30,Y,,,,,1
6782688,M,IdentityCard,Single,39,Has,AssociateDegree,N,,,,,80000,,,Y,,,,,1
7060138,M,IdentityCard,Single,27,Has,AssociateDegree,N,,,,,100000,Salary,30,Y,,,,,1
6782527,M,IdentityCard,,32,Has,JuniormiddleSchool,,,,,,80000,,,Y,,,,,1
6831654,M,IdentityCard,Married,51,Has,AssociateDegree,Y,AllOwn,N,CurrAddr,Local,100000,,,Y,,,,,1
7040444,F,IdentityCard,Married,29,Has,SeniorMiddleSchool,Y,AllOwn,,CurrAddr,Local,300000,,,H,,,,,1
7040459,M,IdentityCard,Single,26,Has,AssociateDegree,N,,,,,50000,Salary,40,Y,,,,,1
6825602,F,IdentityCard,,45,Has,SeniorMiddleSchool,,,,,,50000,,,Y,,,,,1
6783475,M,IdentityCard,Married,61,Has,SeniorMiddleSchool,Y,AllOwn,N,CurrAddr,Local,120000,,,Y,Other,Eployee,479,D,1
6798218,M,IdentityCard,Married,35,Has,Bachelor,N,,,,,120000,,,Y,,,,,1
6774461,F,IdentityCard,Married,30,Has,AssociateDegree,N,,,,,100000,,,Y,,,,,1
7048965,M,IdentityCard,Married,29,Has,AssociateDegree,N,,,,,60000,Salary,40,Y,,,,,1
7019176,F,IdentityCard,Married,35,Has,AssociateDegree,Y,AllOwn,,RegiAddr,Local,60000,Salary,40,Y,CommerceService,Eployee,43,K,1
6810052,F,IdentityCard,Married,39,Has,AssociateDegree,Y,AllOwn,Y,CurrAddr,Local,80000,Salary,40,Y,,,,,1
7049932,F,IdentityCard,Married,27,Has,SeniorMiddleSchool,Y,ApplyerOwn,N,CurrAddr,Local,0,Salary,40,Y,,,,,1
6826626,M,IdentityCard,Married,34,Has,AssociateDegree,N,,,,Local,100000,Salary,30,Y,CommerceService,Eployee,96,B,1
6828755,M,IdentityCard,Married,34,Has,SecondaryTechnology,Y,AllOwn,Y,CurrAddr,Local,60000,Salary,40,Y,,,,,1
7035107,M,IdentityCard,Single,26,Has,SeniorMiddleSchool,Y,ApplyerOwn,,CurrAddr,Local,80000,,,Y,,,,,1
7055804,M,IdentityCard,,45,Has,SecondaryTechnology,,,,,,50000,,,Y,,,,,1
6791849,F,IdentityCard,,33,Has,AssociateDegree,,,,,,100000,,,Y,,,,,1
6826659,F,IdentityCard,Single,34,Has,Bachelor,Y,ApplyerOwn,N,RegiAddr,Local,120000,,,N,,,,,1
6815176,F,IdentityCard,,35,Has,SeniorMiddleSchool,,,,,,100000,,,Y,,,,,1
7043867,M,IdentityCard,Married,46,Has,SeniorMiddleSchool,Y,AllOwn,N,RegiAddr,Local,300000,,,Y,,,,,1
7049376,M,IdentityCard,Married,37,Has,AssociateDegree,Y,AllOwn,N,CurrAddr,Local,120000,,,Y,CommerceService,Eployee,154,I,1
6776914,F,IdentityCard,Single,27,Has,AssociateDegree,N,,,,,90000,,,Y,,,,,1
6818587,M,IdentityCard,Single,23,Has,AssociateDegree,N,,,,,60000,Revenue,20,Y,,,,,1
7021793,F,IdentityCard,,24,Has,Bachelor,,,,,,60000,,,Y,,,,,1
7050508,F,IdentityCard,Married,31,Has,SeniorMiddleSchool,Y,AllOwn,N,CurrAddr,Local,70000,,,Y,,,,,1
7056431,M,IdentityCard,Married,35,Has,AssociateDegree,N,,,,,80000,,,N,,,,,1
7054435,M,IdentityCard,,38,Has,AssociateDegree,,,,,,70000,,,Y,,,,,1
7058796,F,IdentityCard,Married,40,Has,SeniorMiddleSchool,N,,,,,80000,,,Y,,,,,1
7059106,F,IdentityCard,Married,49,Has,SeniorMiddleSchool,N,,,,,70000,Revenue,20,Y,,,,,1
7035757,M,IdentityCard,Single,34,Has,Bachelor,Y,ApplyerOwn,N,RegiAddr,Alloparty,150000,,,Y,,,,,1
6798804,M,IdentityCard,Married,40,Has,AssociateDegree,Y,ApplyerOwn,N,RegiAddr,Local,80000,,,Y,,,,,1
6828851,M,IdentityCard,,54,Has,JuniormiddleSchool,,,,,,48000,,,Y,,,,,1
7094626,M,IdentityCard,Married,42,Has,AssociateDegree,Y,ApplyerOwn,N,CurrAddr,Local,60000,Revenue,20,Y,,,,,1
7027516,F,IdentityCard,,29,Has,SecondaryTechnology,,,,,,50000,,,Y,,,,,1
7052318,M,IdentityCard,Married,54,Has,Bachelor,Y,ApplyerOwn,Y,CurrAddr,Local,180000,,,Y,,,,,1
7094013,M,IdentityCard,Married,42,Has,AssociateDegree,Y,AllOwn,N,CurrAddr,Alloparty,70000,,,Y,GovernmentEmployee,Eployee,235,Q,1
7113503,M,IdentityCard,Single,37,Has,Bachelor,Y,ApplyerOwn,Y,CurrAddr,Local,150000,,,Y,,,,,1
7110856,M,IdentityCard,,30,Has,Bachelor,,,,,,60000,,,Y,,,,,1
7083216,M,IdentityCard,,48,Has,AssociateDegree,,,,,,200000,,,Y,,,,,1
7078503,M,IdentityCard,Married,32,Has,SecondaryTechnology,Y,ApplyerOwn,Y,CurrAddr,Local,200000,,,Y,,,,,1
7031712,M,IdentityCard,Married,37,Has,AssociateDegree,N,,,,,150000,,,Y,,,,,1
7101505,F,IdentityCard,Married,35,Has,AssociateDegree,Y,AllOwn,N,CurrAddr,Local,90000,Salary,40,Y,,,,,1
7083952,M,IdentityCard,Married,48,Has,AssociateDegree,N,,,,,30000,,,Y,,,,,1
7100781,F,IdentityCard,,31,Has,AssociateDegree,,,,,,60000,,,Y,,,,,1
7049836,F,IdentityCard,Married,31,Has,Bachelor,Y,AllOwn,N,RegiAddr,Local,100000,,,Y,,,,,1
7061617,M,IdentityCard,Married,40,Has,Bachelor,Y,,,CurrAddr,,100000,,,Y,,,,,1
7029008,M,IdentityCard,,34,Has,SecondaryTechnology,,,,,,80000,,,N,,,,,1
7047798,M,IdentityCard,Single,28,Has,AssociateDegree,Y,ApplyerOwn,N,CurrAddr,Local,100000,Salary,40,Y,,,,,1
7068698,F,IdentityCard,,43,Has,AssociateDegree,,,,,,80000,,,Y,,,,,1
7054600,F,IdentityCard,Married,44,Has,Bachelor,N,,,,,120000,Salary,40,Y,,,,,1
7053363,F,IdentityCard,Married,32,Has,AssociateDegree,Y,ApplyerOwn,N,CurrAddr,Local,50000,,,Y,,,,,1
7101340,M,IdentityCard,Married,64,Has,SecondaryTechnology,N,,,,,60000,,,Y,,,,,1
7096531,M,IdentityCard,Married,45,Has,SeniorMiddleSchool,Y,ApplyerOwn,Y,CurrAddr,Local,150000,,,Y,,,,,1
7017494,F,IdentityCard,,32,,,,,,,,0,,,N,,,,,1
7065907,F,IdentityCard,,45,Has,AssociateDegree,,,,,,100000,,,Y,,,,,1
7025321,M,IdentityCard,Married,38,Has,Master,Y,ApplyerOwn,N,CurrAddr,Local,1200000,,,Y,,,,,1
7052820,F,IdentityCard,,32,Has,AssociateDegree,,,,,,70000,,,Y,,,,,1
7025499,M,IdentityCard,Married,50,Has,AssociateDegree,Y,,,CurrAddr,,100000,,,Y,Clerk,Eployee,80,O,1
7085814,M,IdentityCard,,40,No,AssociateDegree,,,,,,70000,,,Y,,,,,1
7087842,M,IdentityCard,Single,28,Has,AssociateDegree,Y,ApplyerOwn,N,CurrAddr,Local,100000,Revenue,10,Y,,,,,1
7121066,M,IdentityCard,Married,44,Has,Bachelor,N,,,,,150000,Salary,40,Y,CommerceService,Manage,124,S,1
7057234,M,IdentityCard,Married,27,Has,SeniorMiddleSchool,Y,AllOwn,Y,CurrAddr,Local,60000,,,Y,,,,,1
7057256,F,IdentityCard,Single,29,Has,Bachelor,Y,AllOwn,N,CurrAddr,Local,200000,,,Y,,,,,1
7016101,M,IdentityCard,,47,Has,AssociateDegree,,,,,,60000,,,Y,,,,,1
7059757,M,IdentityCard,Married,38,Has,SeniorMiddleSchool,Y,ApplyerOwn,N,CurrAddr,Local,50000,Salary,40,Y,,,,,1
7107622,F,IdentityCard,Married,32,Has,Bachelor,Y,AllOwn,N,CurrAddr,Local,80000,,,Y,GovernmentEmployee,Eployee,81,Q,1
7108588,M,IdentityCard,Married,33,Has,JuniormiddleSchool,Y,ApplyerOwn,N,CurrAddr,Local,100000,,,N,,,,,1
7098828,F,IdentityCard,Married,34,Has,AssociateDegree,N,,,,,80000,Salary,40,Y,,,,,1
7084192,M,IdentityCard,Married,36,Has,Bachelor,N,,,,,120000,,,Y,,,,,1
7124672,F,IdentityCard,,48,Has,AssociateDegree,,,,,,70000,,,Y,,,,,1
7037213,M,IdentityCard,Married,37,Has,SeniorMiddleSchool,N,,,,,150000,,,Y,,,,,1
7061032,M,IdentityCard,,35,Has,AssociateDegree,,,,,,120000,,,Y,,,,,1
7065287,F,IdentityCard,Married,31,Has,AssociateDegree,Y,AllOwn,N,CurrAddr,Local,80000,,,Y,CommerceService,Eployee,93,F,1
7063387,M,IdentityCard,Married,50,Has,Bachelor,Y,AllOwn,N,CurrAddr,Local,200000,Salary,40,Y,,,,,1
7060372,M,IdentityCard,Married,41,Has,AssociateDegree,Y,AllOwn,N,OtherAddr,Local,120000,Salary,40,Y,Technician,Manage,64,E,1
7110756,F,IdentityCard,,40,Has,AssociateDegree,,,,,,72000,,,Y,,,,,1
7092759,F,IdentityCard,,34,Has,AssociateDegree,,,,,,40000,,,Y,,,,,1
7116856,F,IdentityCard,,35,Has,JuniormiddleSchool,,,,,,0,,,Y,,,,,1
